NOAM_type,NOCS_type,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,number_private_visibility_attributes,number_protected_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_not_abstract_not_final_methods,number_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,is_god_class
0.0,0.0,2.0,0.0,1.0,2.0,1.0,-1.0,24.0,24.0,1.0,1.0,1.0,3.0,4.0,0.0,-1.0,4.0,2.0,2.0,12.0,471.0,3219.0,549.0,13.0,223.0,38.0,2989.0,2592.0,28583.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0
0.0,0.0,11.0,0.0,0.0,11.0,0.0,-1.0,58.0,58.0,0.0,0.0,0.0,11.0,11.0,0.0,-1.0,11.0,1.0,1.0,12.0,471.0,3219.0,549.0,13.0,223.0,38.0,2989.0,2592.0,28583.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,11.0,0.0
13.0,0.0,38.0,21.0,29.0,25.0,17.0,-1.0,745.0,637.0,49.0,0.327635,39.0,130.0,150.0,0.926868,-1.0,131.0,3.947368,5.24,17.0,145.0,2074.0,207.0,13.0,223.0,38.0,2989.0,2592.0,28583.0,17.0,0.0,0.0,0.0,0.0,17.0,27.0,10.0,1.0,38.0,0.0,0.0,38.0,24.0,1.0
36.0,4.0,89.0,3.0,5.0,53.0,97.0,520.0,2078.0,1633.0,4.0,0.11512599999999999,1.0,94.0,136.0,0.959583,0.292929,88.0,1.52809,1.660377,50.0,400.0,12877.0,545.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,59.0,2.0,34.0,34.0,34.0,63.0,65.0,3.0,21.0,89.0,0.0,0.0,89.0,52.0,1.0
2.0,3.0,25.0,0.0,3.0,23.0,7.0,13.0,596.0,576.0,3.0,0.181159,2.0,43.0,69.0,0.9702379999999999,0.454545,64.0,2.76,2.782609,50.0,400.0,12877.0,545.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,0.0,2.0,4.0,4.0,4.0,3.0,7.0,0.0,18.0,25.0,0.0,0.0,25.0,22.0,0.0
7.0,1.0,55.0,32.0,3.0,48.0,46.0,13.0,2214.0,2128.0,3.0,0.326797,3.0,72.0,264.0,0.9617549999999999,0.392857,255.0,4.8,5.3125,50.0,400.0,12877.0,545.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,23.0,8.0,17.0,17.0,17.0,29.0,13.0,35.0,7.0,55.0,0.0,0.0,55.0,46.0,1.0
5.0,1.0,24.0,0.0,2.0,19.0,11.0,13.0,1231.0,1166.0,4.0,0.300725,2.0,48.0,138.0,0.901186,0.384615,133.0,5.75,7.0,50.0,400.0,12877.0,545.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,0.0,4.0,3.0,3.0,3.0,8.0,11.0,0.0,14.0,23.0,0.0,0.0,23.0,19.0,1.0
5.0,0.0,11.0,0.0,0.0,6.0,6.0,0.0,121.0,83.0,0.0,0.177778,0.0,11.0,13.0,0.9,1.0,8.0,1.181818,1.333333,50.0,400.0,12877.0,545.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,11.0,0.0,0.0,11.0,5.0,0.0
3.0,0.0,50.0,44.0,3.0,47.0,50.0,13.0,2044.0,2022.0,8.0,0.35,4.0,73.0,219.0,0.963673,0.318182,216.0,4.38,4.595745,50.0,400.0,12877.0,545.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,25.0,13.0,14.0,14.0,14.0,36.0,10.0,33.0,7.0,50.0,0.0,0.0,50.0,46.0,1.0
8.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0,75.0,11.0,0.0,0.14285699999999998,0.0,9.0,9.0,0.875,0.11111099999999999,1.0,1.0,1.0,22.0,94.0,3009.0,112.0,22.0,426.0,16.0,1879.0,1530.0,33431.0,0.0,4.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,2.0,7.0,7.0,129.0,129.0,2.0,1.0,3.0,12.0,26.0,1.0,0.28571399999999997,26.0,13.0,13.0,9.0,18.0,348.0,18.0,37.0,485.0,19.0,2169.0,1864.0,34855.0,2.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
3.0,0.0,5.0,0.0,1.0,2.0,19.0,0.0,120.0,83.0,0.0,0.0,2.0,6.0,5.0,1.0,0.095238,2.0,1.0,1.0,1.0,3.0,132.0,6.0,37.0,485.0,19.0,2169.0,1864.0,34855.0,3.0,0.0,16.0,16.0,16.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
13.0,0.0,15.0,0.0,0.0,2.0,7.0,0.0,97.0,17.0,0.0,0.089744,0.0,15.0,15.0,0.9285709999999999,0.13333299999999998,2.0,1.0,1.0,6.0,21.0,758.0,39.0,37.0,485.0,19.0,2169.0,1864.0,34855.0,7.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
5.0,0.0,8.0,0.0,0.0,3.0,3.0,0.0,47.0,17.0,0.0,0.2,0.0,8.0,8.0,0.857143,0.0,3.0,1.0,1.0,6.0,21.0,758.0,39.0,37.0,485.0,19.0,2169.0,1864.0,34855.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0
0.0,0.0,72.0,12.0,53.0,72.0,33.0,0.0,1550.0,1550.0,67.0,0.154327,55.0,144.0,193.0,0.970951,0.8472219999999999,193.0,2.680556,2.680556,30.0,326.0,7907.0,389.0,37.0,485.0,19.0,2169.0,1864.0,34855.0,22.0,0.0,5.0,33.0,5.0,0.0,61.0,7.0,0.0,70.0,72.0,70.0,0.0,72.0,1.0
2.0,1.0,40.0,14.0,12.0,38.0,22.0,0.0,1127.0,1100.0,34.0,0.42674300000000004,11.0,88.0,164.0,0.9638690000000001,0.727273,162.0,4.1,4.263158,3.0,46.0,1238.0,49.0,44.0,280.0,36.0,2923.0,2438.0,52319.0,5.0,12.0,8.0,7.0,7.0,14.0,17.0,1.0,22.0,40.0,0.0,0.0,40.0,37.0,1.0
0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,29.0,29.0,0.0,0.0,1.0,3.0,7.0,0.0,-1.0,7.0,2.333333,2.333333,3.0,46.0,1238.0,49.0,44.0,280.0,36.0,2923.0,2438.0,52319.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,61.0,19.0,0.0,0.2,0.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,71.0,469.0,12094.0,560.0,44.0,280.0,36.0,2923.0,2438.0,52319.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
39.0,46.0,157.0,43.0,69.0,118.0,39.0,-1.0,3877.0,3392.0,181.0,0.24011,31.0,366.0,435.0,0.9896450000000001,-1.0,377.0,2.770701,3.194915,71.0,469.0,12094.0,560.0,44.0,280.0,36.0,2923.0,2438.0,52319.0,22.0,17.0,6.0,6.0,5.0,32.0,91.0,4.0,62.0,155.0,0.0,0.0,157.0,118.0,1.0
4.0,0.0,31.0,3.0,1.0,27.0,28.0,0.0,1399.0,1357.0,1.0,0.278325,2.0,32.0,332.0,0.92619,0.75,325.0,10.709677000000001,12.037037,36.0,462.0,12436.0,596.0,44.0,280.0,36.0,2923.0,2438.0,52319.0,3.0,25.0,14.0,14.0,14.0,14.0,12.0,1.0,18.0,31.0,1.0,1.0,30.0,26.0,1.0
3.0,0.0,21.0,38.0,27.0,18.0,63.0,0.0,1381.0,1277.0,60.0,0.4,34.0,115.0,166.0,0.9865079999999999,0.140845,148.0,7.904762,8.222222,15.0,266.0,5065.0,282.0,44.0,280.0,36.0,2923.0,2438.0,52319.0,4.0,0.0,60.0,59.0,59.0,3.0,12.0,8.0,1.0,21.0,1.0,1.0,20.0,15.0,1.0
4.0,0.0,9.0,0.0,0.0,5.0,35.0,0.0,177.0,161.0,0.0,0.535714,0.0,9.0,31.0,0.953571,0.21739099999999997,26.0,3.4444440000000003,5.2,8.0,30.0,1005.0,38.0,33.0,297.0,25.0,2742.0,2257.0,38451.0,2.0,19.0,19.0,21.0,19.0,14.0,9.0,0.0,0.0,9.0,1.0,1.0,8.0,4.0,0.0
4.0,0.0,6.0,1.0,3.0,2.0,2.0,4.0,36.0,24.0,3.0,0.6,5.0,13.0,6.0,0.6,0.2,2.0,1.0,1.0,48.0,197.0,3877.0,376.0,33.0,297.0,25.0,2742.0,2257.0,38451.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,6.0,0.0,0.0,6.0,1.0,0.0
6.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,21.0,3.0,0.0,0.2,1.0,7.0,7.0,0.833333,0.14285699999999998,1.0,1.0,1.0,48.0,197.0,3877.0,376.0,33.0,297.0,25.0,2742.0,2257.0,38451.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,20.0,2.0,0.0,0.2,0.0,7.0,7.0,0.666667,0.14285699999999998,1.0,1.0,1.0,48.0,197.0,3877.0,376.0,33.0,297.0,25.0,2742.0,2257.0,38451.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,16.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,139.0,2723.0,147.0,33.0,297.0,25.0,2742.0,2257.0,38451.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,4.0,1.0,6.0,0.0,71.0,71.0,4.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,58.0,3667.0,65.0,33.0,297.0,25.0,2742.0,2257.0,38451.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,8.0,0.0,1.0,8.0,3.0,0.0,269.0,269.0,1.0,1.0,1.0,9.0,24.0,0.857143,1.0,24.0,3.0,3.0,1.0,8.0,269.0,8.0,33.0,388.0,47.0,2957.0,2678.0,55590.0,0.0,3.0,2.0,3.0,2.0,0.0,4.0,5.0,0.0,6.0,2.0,1.0,5.0,8.0,0.0
2.0,0.0,11.0,0.0,0.0,9.0,1.0,-1.0,382.0,337.0,0.0,0.0,0.0,11.0,47.0,1.0,-1.0,41.0,4.272727,4.555556,1.0,9.0,382.0,11.0,40.0,405.0,36.0,2714.0,2245.0,69144.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,2.0,9.0,1.0,1.0,10.0,8.0,0.0
13.0,0.0,15.0,2.0,2.0,2.0,6.0,0.0,175.0,34.0,1.0,0.090909,2.0,18.0,16.0,0.9285709999999999,0.14285699999999998,2.0,1.066667,1.0,9.0,58.0,1713.0,72.0,40.0,405.0,36.0,2714.0,2245.0,69144.0,6.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
0.0,2.0,25.0,17.0,13.0,25.0,52.0,4.0,1157.0,1157.0,31.0,0.25,14.0,75.0,119.0,0.969551,0.380952,119.0,4.76,4.76,12.0,67.0,2003.0,73.0,40.0,405.0,36.0,2714.0,2245.0,69144.0,39.0,0.0,28.0,32.0,28.0,20.0,8.0,17.0,0.0,21.0,8.0,4.0,17.0,25.0,1.0
4.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,35.0,11.0,0.0,0.0,2.0,5.0,5.0,1.0,0.2,1.0,1.0,1.0,12.0,67.0,2003.0,73.0,40.0,405.0,36.0,2714.0,2245.0,69144.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
1.0,1.0,62.0,33.0,22.0,61.0,69.0,15.0,2958.0,2937.0,48.0,0.333333,29.0,136.0,390.0,0.980993,0.375,388.0,6.290323,6.360656,11.0,115.0,4599.0,128.0,40.0,405.0,36.0,2714.0,2245.0,69144.0,43.0,14.0,32.0,34.0,32.0,35.0,6.0,52.0,4.0,61.0,8.0,7.0,54.0,60.0,1.0
10.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,109.0,109.0,0.0,0.11111099999999999,1.0,10.0,10.0,0.8888889999999999,0.0,0.0,1.0,0.0,7.0,32.0,1457.0,56.0,40.0,405.0,36.0,2714.0,2245.0,69144.0,5.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
12.0,2.0,26.0,10.0,4.0,14.0,17.0,0.0,1184.0,953.0,13.0,0.286765,6.0,44.0,136.0,0.941176,0.266667,97.0,5.2307690000000004,6.928571000000001,12.0,46.0,2496.0,76.0,32.0,399.0,23.0,2996.0,2349.0,53577.0,1.0,16.0,0.0,1.0,0.0,16.0,15.0,8.0,3.0,26.0,0.0,0.0,26.0,13.0,1.0
6.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,44.0,14.0,0.0,0.23809499999999997,1.0,7.0,7.0,0.777778,0.14285699999999998,1.0,1.0,1.0,9.0,30.0,710.0,43.0,32.0,399.0,23.0,2996.0,2349.0,53577.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0
3.0,0.0,45.0,28.0,9.0,42.0,37.0,516.0,1065.0,1033.0,38.0,0.25243899999999997,9.0,94.0,200.0,0.9350649999999999,0.8064520000000001,196.0,4.444444,4.6666669999999995,45.0,839.0,16067.0,1014.0,32.0,399.0,23.0,2996.0,2349.0,53577.0,0.0,33.0,0.0,3.0,0.0,34.0,27.0,3.0,14.0,45.0,0.0,0.0,45.0,41.0,1.0
38.0,2.0,139.0,9.0,17.0,101.0,28.0,0.0,2907.0,2435.0,70.0,0.30846599999999996,17.0,213.0,485.0,0.9758450000000001,0.669565,436.0,3.489209,4.316832,45.0,839.0,16067.0,1014.0,32.0,399.0,23.0,2996.0,2349.0,53577.0,0.0,28.0,0.0,0.0,0.0,28.0,115.0,3.0,21.0,139.0,2.0,2.0,137.0,97.0,1.0
17.0,0.0,18.0,0.0,0.0,1.0,9.0,0.0,179.0,43.0,0.0,0.058824,0.0,18.0,18.0,0.9477120000000001,0.055555999999999994,1.0,1.0,1.0,4.0,39.0,2335.0,117.0,32.0,399.0,23.0,2996.0,2349.0,53577.0,0.0,9.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
2.0,0.0,7.0,0.0,2.0,5.0,2.0,11.0,98.0,68.0,4.0,1.0,3.0,22.0,10.0,0.666667,0.6,6.0,1.4285709999999998,1.2,9.0,50.0,1207.0,69.0,48.0,515.0,79.0,3790.0,3254.0,68929.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,7.0,2.0,0.0
0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,1.5,1.5,9.0,50.0,1207.0,69.0,48.0,515.0,79.0,3790.0,3254.0,68929.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0
2.0,0.0,5.0,1.0,1.0,3.0,2.0,0.0,26.0,15.0,1.0,0.2,1.0,7.0,6.0,0.75,0.6,4.0,1.2,1.333333,4.0,12.0,87.0,17.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0
0.0,1.0,7.0,0.0,1.0,7.0,0.0,0.0,44.0,44.0,1.0,0.0,0.0,8.0,9.0,0.0,1.0,9.0,1.285714,1.285714,4.0,12.0,87.0,17.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0
7.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,32.0,32.0,0.0,0.14285699999999998,0.0,8.0,8.0,0.857143,0.125,1.0,1.0,1.0,31.0,23.0,423.0,87.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,24.0,24.0,0.0,0.2,2.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,31.0,23.0,423.0,87.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,25.0,25.0,0.0,0.2,2.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,128.0,327.0,1934.0,410.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,29.0,29.0,0.0,0.2,2.0,7.0,7.0,0.833333,0.14285699999999998,1.0,1.0,1.0,128.0,327.0,1934.0,410.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,24.0,24.0,0.0,0.2,2.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,11.0,16.0,210.0,49.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,23.0,23.0,0.0,0.2,2.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,11.0,16.0,210.0,49.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
8.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,31.0,31.0,0.0,0.14285699999999998,1.0,8.0,8.0,0.857143,0.0,0.0,1.0,0.0,11.0,16.0,210.0,49.0,108.0,795.0,87.0,4165.0,3476.0,25691.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,133.0,235.0,2888.0,235.0,24.0,525.0,67.0,4143.0,3956.0,75688.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,-1.0,1.0,1.0,1.0,133.0,235.0,2888.0,235.0,24.0,525.0,67.0,4143.0,3956.0,75688.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,109.0,0.0,230.0,230.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,340.0,2.0,24.0,525.0,67.0,4143.0,3956.0,75688.0,0.0,0.0,109.0,109.0,109.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,12.0,0.0,1.0,33.0,0.0,110.0,110.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,340.0,2.0,24.0,525.0,67.0,4143.0,3956.0,75688.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,5.0,25.0,15.0,5.0,0.0,5.0,214.0,214.0,27.0,1.0,22.0,51.0,29.0,0.0,1.0,29.0,5.8,5.8,14.0,41.0,1004.0,41.0,40.0,786.0,63.0,3884.0,3333.0,53617.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,5.0,4.0,0.0
6.0,4.0,7.0,3.0,10.0,1.0,6.0,520.0,272.0,96.0,13.0,0.6,8.0,21.0,25.0,0.8888889999999999,0.2,1.0,3.571429,1.0,22.0,214.0,2913.0,322.0,40.0,786.0,63.0,3884.0,3333.0,53617.0,0.0,6.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0
4.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0,34.0,14.0,0.0,0.0,1.0,5.0,5.0,1.0,0.125,1.0,1.0,1.0,2.0,3.0,44.0,7.0,28.0,813.0,36.0,4551.0,3762.0,68127.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
3.0,1.0,43.0,34.0,21.0,40.0,3.0,123.0,1400.0,1348.0,89.0,0.340244,38.0,302.0,256.0,0.9444440000000001,0.909091,249.0,5.953488,6.225,14.0,161.0,3417.0,181.0,28.0,813.0,36.0,4551.0,3762.0,68127.0,1.0,1.0,0.0,1.0,0.0,2.0,33.0,0.0,10.0,43.0,0.0,0.0,43.0,38.0,1.0
6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,31.0,1.0,0.0,0.2,0.0,6.0,6.0,0.8,0.0,0.0,1.0,0.0,497.0,1562.0,24196.0,1857.0,28.0,813.0,36.0,4551.0,3762.0,68127.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
5.0,0.0,7.0,0.0,0.0,2.0,5.0,14.0,63.0,20.0,0.0,0.3,1.0,7.0,8.0,1.0,0.28571399999999997,2.0,1.142857,1.0,62.0,335.0,6239.0,404.0,28.0,813.0,36.0,4551.0,3762.0,68127.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
46.0,13.0,154.0,20.0,36.0,108.0,47.0,0.0,2792.0,2378.0,80.0,0.272109,30.0,248.0,489.0,0.984425,0.620438,414.0,3.175325,3.833333,89.0,749.0,16063.0,950.0,28.0,813.0,36.0,4551.0,3762.0,68127.0,20.0,17.0,0.0,9.0,0.0,38.0,129.0,3.0,20.0,154.0,1.0,1.0,153.0,105.0,1.0
18.0,3.0,55.0,19.0,21.0,37.0,25.0,0.0,1299.0,1179.0,51.0,0.439626,20.0,120.0,214.0,0.9644440000000001,0.627907,194.0,3.8909089999999997,5.243243,89.0,749.0,16063.0,950.0,28.0,813.0,36.0,4551.0,3762.0,68127.0,23.0,0.0,0.0,0.0,0.0,25.0,43.0,5.0,0.0,55.0,0.0,0.0,55.0,36.0,1.0
4.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,79.0,45.0,0.0,0.23809499999999997,0.0,7.0,9.0,0.777778,0.428571,3.0,1.285714,1.0,6.0,16.0,467.0,20.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,3.0,0.0
4.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,63.0,35.0,0.0,0.0,0.0,5.0,5.0,1.0,0.2,1.0,1.0,1.0,14.0,40.0,1875.0,65.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
10.0,0.0,11.0,0.0,0.0,1.0,5.0,0.0,117.0,47.0,0.0,0.11111099999999999,0.0,11.0,11.0,0.9,0.090909,1.0,1.0,1.0,29.0,75.0,5472.0,224.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,5.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
9.0,6.0,30.0,15.0,25.0,21.0,14.0,129.0,2396.0,2297.0,46.0,0.073892,22.0,93.0,102.0,0.9729059999999999,0.607143,87.0,3.4,4.142857,29.0,163.0,7792.0,230.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,12.0,0.0,1.0,4.0,1.0,10.0,26.0,1.0,3.0,30.0,5.0,5.0,25.0,21.0,1.0
6.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,101.0,53.0,0.0,0.0,1.0,7.0,7.0,1.0,0.14285699999999998,1.0,1.0,1.0,29.0,163.0,7792.0,230.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
6.0,0.0,8.0,0.0,1.0,2.0,6.0,5.0,48.0,18.0,1.0,0.2,1.0,14.0,8.0,1.0,0.181818,2.0,1.0,1.0,52.0,239.0,7639.0,261.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,3.0,0.0,3.0,3.0,3.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0
0.0,0.0,7.0,17.0,2.0,7.0,1.0,0.0,1217.0,1217.0,14.0,0.3,2.0,38.0,167.0,0.833333,1.0,167.0,23.857143,23.857143,52.0,239.0,7639.0,261.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,7.0,7.0,7.0,0.0,7.0,1.0
10.0,0.0,12.0,0.0,0.0,2.0,5.0,0.0,125.0,55.0,0.0,0.11111099999999999,0.0,12.0,12.0,0.909091,0.166667,2.0,1.0,1.0,12.0,40.0,1908.0,62.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,5.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
6.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,91.0,49.0,0.0,0.0,0.0,7.0,7.0,1.0,0.14285699999999998,1.0,1.0,1.0,12.0,40.0,1908.0,62.0,35.0,764.0,30.0,4305.0,3256.0,120720.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0
