ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,CINT_method,CDISP_method,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,number_public_visibility_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_standard_design_methods,is_feature_envy
0.0,0.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,7.0,22.0,-1.0,293.0,276.0,11.0,0.380952,9.0,35.0,34.0,0.9494950000000001,-1.0,32.0,1.478261,1.454545,15.0,334.0,5688.0,377.0,649.0,50.0,5366.0,4947.0,94240.0,17.0,23.0,23.0,21.0,0.0
0.0,0.0,6.0,241.0,36.0,24.0,33.0,1.0,2.0,4.0,4.0,0.5,12.0,0.0,4.0,12.0,0.0,713.0,713.0,8.0,0.7,2.0,20.0,83.0,0.977273,0.875,83.0,6.9166669999999995,6.9166669999999995,3.0,16.0,713.0,16.0,604.0,41.0,5154.0,4917.0,82661.0,7.0,12.0,11.0,10.0,0.0
0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,11.0,98.0,68.0,4.0,1.0,3.0,22.0,10.0,0.666667,0.6,6.0,1.4285709999999998,1.2,9.0,50.0,1207.0,69.0,515.0,79.0,3790.0,3254.0,68929.0,5.0,7.0,7.0,2.0,0.0
2.0,2.0,2.0,33.0,3.0,11.0,14.0,1.0,7.0,10.0,10.0,0.7,7.0,11.0,11.0,7.0,0.0,230.0,230.0,24.0,1.0,12.0,34.0,29.0,0.666667,1.0,29.0,4.142857,4.142857,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,7.0,7.0,7.0,6.0,0.0
1.0,1.0,3.0,31.0,6.0,1.0,6.0,0.75,1.0,1.0,1.0,1.0,23.0,1.0,7.0,22.0,-1.0,293.0,276.0,11.0,0.380952,9.0,35.0,34.0,0.9494950000000001,-1.0,32.0,1.478261,1.454545,15.0,334.0,5688.0,377.0,649.0,50.0,5366.0,4947.0,94240.0,17.0,23.0,23.0,21.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,36.0,0.0,818.0,818.0,2.0,0.0017829999999999999,1.0,38.0,118.0,0.985714,0.9714290000000001,118.0,3.277778,3.277778,6.0,64.0,1401.0,74.0,567.0,75.0,5715.0,3996.0,78591.0,34.0,34.0,0.0,36.0,0.0
1.0,1.0,2.0,13.0,2.0,2.0,5.0,0.666667,3.0,2.0,3.0,1.0,6.0,5.0,5.0,6.0,0.0,65.0,65.0,4.0,0.6,5.0,11.0,20.0,0.8,1.0,20.0,3.333333,3.333333,2.0,17.0,206.0,17.0,118.0,11.0,1092.0,888.0,14175.0,5.0,6.0,6.0,5.0,0.0
0.0,0.0,2.0,31.0,2.0,6.0,5.0,0.0,9.0,10.0,10.0,0.9,4.0,0.0,10.0,4.0,0.0,196.0,196.0,11.0,0.0,0.0,15.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,993.0,111.0,91.0,9.0,585.0,567.0,8432.0,2.0,4.0,0.0,4.0,0.0
3.0,1.0,7.0,325.0,40.0,11.0,20.0,0.5,5.0,5.0,8.0,0.625,3.0,3.0,5.0,3.0,0.0,364.0,364.0,5.0,1.0,7.0,11.0,42.0,1.0,1.0,42.0,14.0,14.0,21.0,95.0,1333.0,95.0,1631.0,125.0,10153.0,8952.0,146551.0,3.0,3.0,3.0,2.0,0.0
0.0,0.0,1.0,124.0,1.0,11.0,46.0,1.0,0.0,0.0,0.0,0.0,89.0,3.0,5.0,53.0,520.0,2078.0,1633.0,4.0,0.11512599999999999,1.0,94.0,136.0,0.959583,0.292929,88.0,1.52809,1.660377,50.0,400.0,12877.0,545.0,426.0,16.0,1879.0,1530.0,33431.0,65.0,89.0,89.0,52.0,0.0
5.0,2.0,3.0,22.0,8.0,2.0,7.0,0.0,1.0,2.0,2.0,0.5,11.0,6.0,3.0,10.0,0.0,197.0,170.0,6.0,0.0,3.0,18.0,29.0,1.0,0.8888889999999999,25.0,2.636364,2.5,59.0,451.0,7010.0,464.0,91.0,9.0,585.0,567.0,8432.0,9.0,2.0,2.0,9.0,1.0
0.0,0.0,8.0,217.0,23.0,24.0,45.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,1.0,14.0,0.0,1458.0,1421.0,1.0,1.0,1.0,16.0,115.0,0.8401360000000001,1.0,109.0,7.6666669999999995,7.785714,33.0,277.0,11055.0,293.0,497.0,38.0,5768.0,4374.0,117757.0,6.0,15.0,14.0,13.0,0.0
7.0,1.0,3.0,20.0,5.0,6.0,12.0,0.0,1.0,1.0,8.0,0.125,13.0,7.0,3.0,13.0,0.0,280.0,280.0,4.0,0.0,4.0,25.0,38.0,0.0,1.0,38.0,2.923077,2.923077,4.0,46.0,2794.0,60.0,515.0,79.0,3790.0,3254.0,68929.0,11.0,13.0,1.0,12.0,1.0
11.0,4.0,3.0,33.0,12.0,8.0,20.0,0.083333,3.0,5.0,5.0,0.6,14.0,34.0,11.0,12.0,0.0,341.0,331.0,15.0,0.090909,16.0,37.0,88.0,0.9615379999999999,0.785714,86.0,6.285714,7.1666669999999995,7.0,62.0,1328.0,72.0,497.0,38.0,5768.0,4374.0,117757.0,13.0,14.0,5.0,11.0,0.0
0.0,0.0,2.0,20.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,16.0,127.0,18.0,16.0,0.0,590.0,590.0,26.0,1.0,19.0,107.0,95.0,1.0,1.0,95.0,5.9375,5.9375,3.0,30.0,1322.0,30.0,255.0,7.0,1450.0,1087.0,24112.0,4.0,16.0,15.0,14.0,0.0
0.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,29.0,29.0,2.0,1.0,3.0,6.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,12.0,148.0,12.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,4.0,4.0,3.0,0.0
10.0,3.0,2.0,29.0,2.0,1.0,12.0,0.0,4.0,7.0,9.0,0.44444399999999995,1.0,10.0,4.0,1.0,8.0,31.0,31.0,7.0,1.0,5.0,20.0,2.0,0.0,-1.0,2.0,2.0,2.0,9.0,49.0,713.0,67.0,426.0,16.0,1879.0,1530.0,33431.0,1.0,1.0,1.0,1.0,0.0
10.0,2.0,3.0,28.0,5.0,4.0,18.0,0.28571399999999997,1.0,1.0,1.0,1.0,3.0,15.0,2.0,3.0,21.0,109.0,109.0,4.0,1.0,8.0,30.0,17.0,0.5,1.0,17.0,5.6666669999999995,5.6666669999999995,36.0,190.0,3053.0,210.0,1542.0,130.0,11967.0,9063.0,213479.0,2.0,3.0,3.0,2.0,1.0
8.0,3.0,4.0,244.0,41.0,59.0,84.0,0.578947,7.0,8.0,15.0,0.466667,40.0,14.0,12.0,38.0,0.0,1127.0,1100.0,34.0,0.42674300000000004,11.0,88.0,164.0,0.9638690000000001,0.727273,162.0,4.1,4.263158,3.0,46.0,1238.0,49.0,280.0,36.0,2923.0,2438.0,52319.0,17.0,40.0,40.0,37.0,1.0
28.0,14.0,4.0,176.0,32.0,16.0,59.0,0.348837,16.0,9.0,24.0,0.666667,5.0,28.0,20.0,5.0,0.0,272.0,272.0,17.0,1.0,25.0,37.0,39.0,0.953125,1.0,39.0,7.8,7.8,1.0,5.0,272.0,5.0,2330.0,131.0,19618.0,13899.0,299402.0,5.0,5.0,4.0,3.0,1.0
0.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,45.0,59.0,59.0,1.0,0.0,0.0,7.0,11.0,1.0,1.0,11.0,1.833333,1.833333,2.0,7.0,59.0,7.0,208.0,29.0,1302.0,1252.0,12103.0,4.0,6.0,6.0,5.0,0.0
0.0,0.0,1.0,3.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,15.0,18.0,18.0,4.0,1.0,1.0,9.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,100.0,2639.0,109.0,48.0,1.0,245.0,233.0,6694.0,4.0,4.0,4.0,0.0,0.0
11.0,5.0,6.0,339.0,39.0,44.0,59.0,0.266667,14.0,27.0,39.0,0.35897399999999996,11.0,14.0,15.0,9.0,0.0,404.0,394.0,31.0,0.177778,17.0,56.0,49.0,0.9,0.666667,47.0,4.4545449999999995,5.222222,25.0,168.0,2516.0,212.0,118.0,11.0,1092.0,888.0,14175.0,10.0,11.0,11.0,8.0,1.0
7.0,5.0,8.0,208.0,44.0,29.0,36.0,0.3,12.0,8.0,15.0,0.8,30.0,11.0,23.0,24.0,0.0,1323.0,815.0,29.0,0.636842,27.0,69.0,316.0,0.896552,0.535714,202.0,10.533333,8.416667,7.0,78.0,4403.0,88.0,110.0,25.0,1199.0,951.0,31037.0,20.0,30.0,30.0,23.0,1.0
2.0,2.0,6.0,124.0,8.0,9.0,6.0,0.5,2.0,2.0,2.0,1.0,11.0,4.0,15.0,8.0,0.0,367.0,344.0,14.0,0.428571,19.0,28.0,22.0,0.933333,0.625,18.0,2.0,2.25,1001.0,2415.0,33723.0,2606.0,2250.0,95.0,10364.0,9519.0,130132.0,8.0,11.0,11.0,6.0,0.0
0.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,-1.0,13.0,13.0,1.0,1.0,2.0,3.0,2.0,0.0,-1.0,2.0,1.0,1.0,6.0,59.0,658.0,59.0,968.0,54.0,7232.0,6313.0,104357.0,2.0,2.0,2.0,1.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,11.0,0.0,214.0,174.0,5.0,0.076923,4.0,19.0,15.0,0.9038459999999999,0.785714,12.0,1.0714290000000002,1.090909,1.0,11.0,214.0,14.0,1542.0,130.0,11967.0,9063.0,213479.0,14.0,14.0,13.0,10.0,0.0
13.0,4.0,3.0,102.0,15.0,27.0,48.0,0.2,12.0,15.0,24.0,0.5,15.0,33.0,24.0,15.0,0.0,867.0,867.0,66.0,0.692308,26.0,98.0,80.0,0.704082,1.0,80.0,5.3333330000000005,5.3333330000000005,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,13.0,15.0,13.0,14.0,1.0
0.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,3.0,7.0,0.0,119.0,119.0,4.0,0.666667,3.0,11.0,15.0,0.666667,1.0,15.0,2.142857,2.142857,22.0,203.0,6452.0,240.0,2045.0,148.0,17321.0,12962.0,390008.0,7.0,7.0,6.0,6.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,9.0,3.0,82.0,82.0,3.0,0.0,12.0,20.0,10.0,0.0,1.0,10.0,1.111111,1.111111,16.0,79.0,921.0,95.0,849.0,78.0,5788.0,4778.0,65687.0,9.0,9.0,9.0,8.0,0.0
14.0,4.0,6.0,164.0,39.0,25.0,46.0,0.22222199999999998,13.0,16.0,26.0,0.5,38.0,21.0,29.0,25.0,-1.0,745.0,637.0,49.0,0.327635,39.0,130.0,150.0,0.926868,-1.0,131.0,3.947368,5.24,17.0,145.0,2074.0,207.0,223.0,38.0,2989.0,2592.0,28583.0,27.0,38.0,38.0,24.0,1.0
0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,11.0,0.0,146.0,146.0,1.0,0.622222,0.0,12.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,197.0,16.0,66.0,8.0,641.0,438.0,8425.0,10.0,2.0,2.0,10.0,0.0
0.0,0.0,6.0,134.0,22.0,10.0,20.0,0.636364,1.0,1.0,1.0,1.0,63.0,3.0,5.0,54.0,-1.0,2005.0,1910.0,11.0,0.38350300000000004,3.0,77.0,244.0,0.953717,-1.0,233.0,3.8730160000000002,4.314815,11.0,101.0,2259.0,113.0,66.0,10.0,629.0,479.0,11929.0,34.0,55.0,58.0,50.0,0.0
0.0,0.0,6.0,241.0,36.0,24.0,33.0,1.0,2.0,4.0,4.0,0.5,12.0,0.0,4.0,12.0,0.0,713.0,713.0,8.0,0.7,2.0,20.0,83.0,0.977273,0.875,83.0,6.9166669999999995,6.9166669999999995,3.0,16.0,713.0,16.0,604.0,41.0,5154.0,4917.0,82661.0,7.0,12.0,11.0,10.0,0.0
0.0,0.0,1.0,13.0,1.0,2.0,11.0,1.0,3.0,3.0,3.0,1.0,36.0,29.0,22.0,27.0,18.0,470.0,404.0,42.0,0.24242399999999997,25.0,117.0,62.0,0.812245,0.742857,50.0,1.7222220000000001,1.851852,25.0,188.0,3308.0,244.0,799.0,32.0,6880.0,5602.0,136533.0,35.0,36.0,36.0,26.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,44.0,160.0,160.0,6.0,1.0,3.0,10.0,22.0,1.0,1.0,22.0,5.5,5.5,13.0,133.0,1993.0,168.0,909.0,77.0,8059.0,6366.0,113375.0,2.0,4.0,2.0,3.0,0.0
30.0,1.0,1.0,4.0,1.0,1.0,33.0,0.032257999999999995,1.0,0.0,1.0,1.0,110.0,33.0,12.0,63.0,519.0,1834.0,1312.0,11.0,0.142318,3.0,124.0,142.0,0.9688629999999999,0.333333,95.0,1.290909,1.507937,50.0,400.0,12877.0,545.0,426.0,16.0,1879.0,1530.0,33431.0,91.0,110.0,110.0,62.0,0.0
10.0,3.0,8.0,235.0,25.0,24.0,32.0,0.0,4.0,4.0,12.0,0.333333,1.0,10.0,4.0,1.0,44.0,239.0,239.0,4.0,1.0,6.0,13.0,25.0,0.0,-1.0,25.0,25.0,25.0,14.0,40.0,1875.0,65.0,764.0,30.0,4305.0,3256.0,120720.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,4.0,4.0,520.0,144.0,136.0,4.0,0.666667,4.0,10.0,5.0,1.0,0.5,4.0,1.0,1.0,33.0,96.0,1917.0,105.0,1037.0,62.0,6560.0,5860.0,138536.0,4.0,5.0,5.0,3.0,0.0
0.0,0.0,10.0,223.0,29.0,14.0,15.0,1.0,6.0,11.0,12.0,0.5,13.0,0.0,12.0,13.0,17.0,681.0,681.0,35.0,0.818182,11.0,49.0,85.0,0.666667,1.0,85.0,6.538462,6.538462,69.0,972.0,13368.0,1173.0,968.0,54.0,7232.0,6313.0,104357.0,7.0,13.0,13.0,12.0,0.0
0.0,0.0,2.0,11.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,36.0,0.0,818.0,818.0,2.0,0.0017829999999999999,1.0,38.0,118.0,0.985714,0.9714290000000001,118.0,3.277778,3.277778,6.0,64.0,1401.0,74.0,567.0,75.0,5715.0,3996.0,78591.0,34.0,34.0,0.0,36.0,0.0
0.0,0.0,2.0,30.0,2.0,11.0,12.0,1.0,2.0,2.0,2.0,1.0,16.0,127.0,18.0,16.0,0.0,590.0,590.0,26.0,1.0,19.0,107.0,95.0,1.0,1.0,95.0,5.9375,5.9375,3.0,30.0,1322.0,30.0,255.0,7.0,1450.0,1087.0,24112.0,4.0,16.0,15.0,14.0,0.0
3.0,1.0,7.0,325.0,40.0,11.0,20.0,0.5,5.0,5.0,8.0,0.625,3.0,3.0,5.0,3.0,0.0,364.0,364.0,5.0,1.0,7.0,11.0,42.0,1.0,1.0,42.0,14.0,14.0,21.0,95.0,1333.0,95.0,1631.0,125.0,10153.0,8952.0,146551.0,3.0,3.0,3.0,2.0,0.0
10.0,3.0,6.0,50.0,11.0,8.0,18.0,0.0,1.0,5.0,5.0,0.2,17.0,42.0,8.0,17.0,25.0,391.0,391.0,23.0,1.0,39.0,79.0,92.0,0.0,0.0,92.0,5.411765,5.411765,7.0,133.0,1345.0,133.0,102.0,2.0,808.0,724.0,19045.0,0.0,17.0,0.0,17.0,0.0
10.0,7.0,7.0,194.0,29.0,17.0,32.0,0.428571,11.0,23.0,26.0,0.42307700000000004,85.0,47.0,33.0,65.0,102.0,2167.0,1901.0,105.0,0.23843000000000003,54.0,350.0,279.0,0.977891,0.625,242.0,3.282353,3.7230769999999995,123.0,1029.0,25957.0,1144.0,1037.0,62.0,6560.0,5860.0,138536.0,68.0,85.0,83.0,64.0,1.0
1.0,1.0,1.0,7.0,1.0,2.0,3.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,49.0,54.0,54.0,2.0,0.0,24.0,79.0,2.0,1.0,1.0,2.0,1.0,1.0,69.0,182.0,4524.0,247.0,1538.0,183.0,15627.0,11949.0,283829.0,3.0,3.0,3.0,2.0,0.0
5.0,2.0,6.0,108.0,23.0,25.0,37.0,0.166667,6.0,4.0,15.0,0.4,22.0,5.0,12.0,21.0,9.0,614.0,609.0,25.0,0.642105,16.0,69.0,83.0,0.714286,0.9285709999999999,82.0,3.7727269999999997,3.9047620000000003,22.0,180.0,3199.0,232.0,1855.0,212.0,11709.0,8793.0,102803.0,14.0,21.0,21.0,20.0,1.0
0.0,0.0,6.0,120.0,12.0,14.0,15.0,1.0,2.0,3.0,3.0,0.666667,16.0,2.0,4.0,16.0,0.0,625.0,625.0,11.0,0.05714299999999999,3.0,29.0,65.0,0.933333,1.0,65.0,4.0625,4.0625,35.0,591.0,12350.0,880.0,764.0,30.0,4305.0,3256.0,120720.0,15.0,16.0,0.0,16.0,0.0
0.0,0.0,2.0,10.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,16.0,0.0,14.0,16.0,0.0,561.0,561.0,23.0,0.622222,9.0,42.0,56.0,0.866667,1.0,56.0,3.5,3.5,6.0,25.0,613.0,28.0,121.0,31.0,1271.0,982.0,18172.0,10.0,16.0,1.0,15.0,0.0
0.0,0.0,6.0,160.0,31.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,248.0,248.0,1.0,0.0,2.0,5.0,40.0,0.0,1.0,40.0,10.0,10.0,15.0,78.0,2309.0,96.0,128.0,16.0,1064.0,796.0,20892.0,3.0,4.0,1.0,3.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,22.0,14.0,0.0,1.0,0.0,3.0,3.0,0.5,0.666667,2.0,1.0,1.0,9.0,66.0,790.0,69.0,1631.0,125.0,10153.0,8952.0,146551.0,3.0,3.0,3.0,1.0,0.0
33.0,1.0,6.0,129.0,53.0,6.0,77.0,0.232558,9.0,10.0,40.0,0.225,10.0,33.0,9.0,9.0,15.0,327.0,317.0,10.0,0.083333,11.0,50.0,84.0,0.966667,0.9,83.0,8.4,9.222222,3.0,16.0,486.0,17.0,909.0,77.0,8059.0,6366.0,113375.0,10.0,10.0,10.0,8.0,1.0
0.0,0.0,7.0,193.0,21.0,26.0,27.0,1.0,4.0,10.0,10.0,0.4,2.0,3.0,10.0,2.0,158.0,1280.0,1280.0,15.0,0.0,23.0,91.0,24.0,1.0,0.666667,24.0,12.0,12.0,12.0,40.0,1908.0,62.0,764.0,30.0,4305.0,3256.0,120720.0,2.0,2.0,1.0,2.0,0.0
21.0,7.0,7.0,210.0,48.0,37.0,62.0,0.16,6.0,9.0,14.0,0.428571,10.0,29.0,11.0,10.0,0.0,517.0,517.0,15.0,1.0,13.0,32.0,81.0,0.730159,1.0,81.0,8.1,8.1,36.0,124.0,5337.0,130.0,405.0,36.0,2714.0,2245.0,69144.0,4.0,11.0,11.0,10.0,1.0
8.0,3.0,1.0,32.0,7.0,6.0,13.0,0.2,1.0,1.0,1.0,1.0,11.0,8.0,4.0,11.0,109.0,127.0,127.0,8.0,0.027777999999999997,82.0,128.0,21.0,0.9,1.0,21.0,1.909091,1.909091,28.0,215.0,2473.0,226.0,604.0,41.0,5154.0,4917.0,82661.0,10.0,12.0,8.0,11.0,1.0
4.0,2.0,3.0,105.0,25.0,16.0,32.0,0.692308,4.0,5.0,7.0,0.571429,5.0,4.0,4.0,4.0,0.0,173.0,164.0,8.0,1.0,5.0,15.0,41.0,0.8214290000000001,0.28571399999999997,40.0,8.2,10.0,25.0,188.0,3308.0,244.0,799.0,32.0,6880.0,5602.0,136533.0,5.0,5.0,5.0,3.0,0.0
3.0,2.0,6.0,214.0,45.0,69.0,86.0,0.5625,4.0,5.0,7.0,0.571429,13.0,25.0,11.0,13.0,0.0,783.0,783.0,24.0,0.666667,12.0,44.0,111.0,0.9055559999999999,1.0,111.0,8.538461999999999,8.538461999999999,7.0,37.0,1683.0,37.0,191.0,19.0,1447.0,1361.0,24319.0,5.0,13.0,6.0,11.0,0.0
0.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,120.0,89.0,0.0,0.7,0.0,8.0,22.0,0.28571399999999997,0.571429,19.0,2.75,3.8,22.0,86.0,1815.0,90.0,1244.0,32.0,8322.0,6962.0,163595.0,7.0,8.0,8.0,3.0,0.0
2.0,1.0,8.0,103.0,16.0,21.0,30.0,0.428571,3.0,5.0,7.0,0.428571,10.0,2.0,5.0,10.0,0.0,442.0,442.0,9.0,1.0,3.0,21.0,80.0,1.0,1.0,80.0,8.0,8.0,5.0,21.0,608.0,24.0,497.0,38.0,5768.0,4374.0,117757.0,3.0,10.0,9.0,9.0,0.0
0.0,0.0,6.0,147.0,15.0,10.0,13.0,0.333333,6.0,7.0,7.0,0.857143,26.0,2.0,10.0,23.0,12.0,586.0,528.0,11.0,0.448529,9.0,57.0,83.0,0.935,0.764706,73.0,3.192308,3.173913,117.0,1237.0,12981.0,1423.0,2361.0,192.0,18015.0,15303.0,284934.0,16.0,26.0,26.0,22.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,23.0,61.0,57.0,4.0,0.0,2.0,9.0,5.0,1.0,0.75,4.0,1.0,1.0,80.0,455.0,4694.0,492.0,2250.0,95.0,10364.0,9519.0,130132.0,4.0,4.0,3.0,3.0,0.0
5.0,2.0,3.0,29.0,5.0,8.0,12.0,0.28571399999999997,1.0,3.0,3.0,0.333333,1.0,5.0,1.0,1.0,32.0,35.0,35.0,3.0,1.0,6.0,52.0,5.0,0.0,0.25,5.0,5.0,5.0,20.0,72.0,701.0,72.0,60.0,0.0,254.0,243.0,2453.0,1.0,1.0,1.0,1.0,0.0
30.0,1.0,1.0,4.0,1.0,1.0,33.0,0.032257999999999995,1.0,0.0,1.0,1.0,110.0,33.0,12.0,63.0,519.0,1834.0,1312.0,11.0,0.142318,3.0,124.0,142.0,0.9688629999999999,0.333333,95.0,1.290909,1.507937,50.0,400.0,12877.0,545.0,426.0,16.0,1879.0,1530.0,33431.0,91.0,110.0,110.0,62.0,1.0
19.0,3.0,5.0,54.0,13.0,4.0,24.0,0.05,0.0,0.0,0.0,0.0,28.0,20.0,7.0,24.0,170.0,272.0,227.0,16.0,0.263333,44.0,190.0,49.0,0.89418,0.809524,40.0,1.75,1.666667,80.0,455.0,4694.0,492.0,2250.0,95.0,10364.0,9519.0,130132.0,21.0,28.0,28.0,22.0,0.0
10.0,3.0,2.0,51.0,4.0,9.0,21.0,0.166667,4.0,7.0,7.0,0.571429,4.0,2.0,4.0,4.0,3.0,76.0,76.0,9.0,0.333333,8.0,16.0,9.0,1.0,0.0,9.0,2.25,2.25,29.0,105.0,3957.0,129.0,262.0,57.0,1805.0,1524.0,34404.0,0.0,4.0,4.0,3.0,1.0
0.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,1.0,36.0,36.0,4.0,1.0,5.0,11.0,6.0,0.5,1.0,6.0,1.2,1.2,6.0,59.0,658.0,59.0,968.0,54.0,7232.0,6313.0,104357.0,5.0,5.0,5.0,3.0,0.0
4.0,1.0,7.0,164.0,28.0,18.0,30.0,0.666667,13.0,19.0,19.0,0.684211,31.0,6.0,23.0,31.0,0.0,1142.0,1142.0,47.0,0.40579699999999996,27.0,82.0,138.0,0.8111109999999999,1.0,138.0,4.451613,4.451613,38.0,247.0,5146.0,397.0,121.0,31.0,1271.0,982.0,18172.0,24.0,31.0,31.0,30.0,0.0
0.0,0.0,6.0,110.0,35.0,14.0,28.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,25.0,0.0,1137.0,1109.0,3.0,0.6,1.0,31.0,182.0,0.9182629999999999,0.241379,177.0,6.5,7.08,245.0,2644.0,73431.0,3557.0,497.0,38.0,5768.0,4374.0,117757.0,8.0,27.0,19.0,22.0,0.0
15.0,2.0,7.0,206.0,60.0,19.0,52.0,0.428571,5.0,11.0,11.0,0.454545,47.0,19.0,11.0,38.0,0.0,1342.0,1264.0,30.0,0.49359,10.0,77.0,227.0,0.949275,0.709677,213.0,4.8297870000000005,5.605263,40.0,277.0,7963.0,322.0,56.0,5.0,502.0,445.0,10835.0,31.0,41.0,41.0,38.0,1.0
34.0,8.0,6.0,119.0,19.0,15.0,60.0,0.10526300000000001,11.0,7.0,32.0,0.34375,7.0,34.0,11.0,3.0,77.0,170.0,149.0,8.0,0.466667,12.0,40.0,25.0,0.75,0.2,21.0,3.571429,7.0,12.0,62.0,1884.0,94.0,606.0,65.0,5527.0,2783.0,69698.0,5.0,7.0,7.0,2.0,1.0
13.0,4.0,3.0,135.0,18.0,20.0,35.0,0.125,11.0,20.0,24.0,0.458333,9.0,36.0,23.0,9.0,0.0,429.0,429.0,57.0,0.642857,26.0,75.0,50.0,0.78125,1.0,50.0,5.555556,5.555556,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,8.0,9.0,9.0,8.0,1.0
0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,7.0,18.0,0.0,510.0,440.0,9.0,0.785714,10.0,38.0,43.0,0.779221,0.7391300000000001,38.0,1.8695650000000001,2.111111,16.0,299.0,7166.0,371.0,1171.0,66.0,10384.0,8750.0,312068.0,22.0,23.0,23.0,16.0,0.0
0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,12.0,57.0,57.0,8.0,0.333333,9.0,33.0,7.0,1.0,0.666667,7.0,1.75,1.75,39.0,282.0,3051.0,292.0,1196.0,192.0,9900.0,9201.0,117117.0,2.0,4.0,3.0,3.0,0.0
2.0,1.0,7.0,183.0,42.0,12.0,33.0,0.9047620000000001,1.0,4.0,4.0,0.25,30.0,5.0,3.0,29.0,0.0,1505.0,1496.0,12.0,0.8490030000000001,3.0,42.0,251.0,0.875332,0.75,250.0,8.366667,8.62069,11.0,121.0,2856.0,130.0,465.0,54.0,7652.0,6749.0,171667.0,7.0,30.0,30.0,28.0,0.0
