NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
2,0,0,0,0,6,42,8,0,12,0,14,1,1,2,2,1,0,1,2,0,0,13,0,0,1,13,2,16,4,264,264,54,0.444444444,0,8,37,0,29,0.75,1,29,2.230769231,2.230769231,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,7,91,14,0,7,0,22,1,2,6,13,5,0,0.4,3,0,0,29,1,0,3,29,13,8,2,656,656,1236,0.612535613,0,7,66,0,86,0.865384615,1,86,2.965517241,2.965517241,14,261,4,5108,268,69,960,103,11810,10192,247421,TRUE
2,1,0,0,1,6,34,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,13,0,-1,1,431,431,0,0,0,0,13,0,56,0,-1,56,4.307692308,4.307692308,14,261,4,5108,268,69,960,103,11810,10192,247421,TRUE
10,0,1,1,0,6,94,14,0,23,0,33,0.9,5,18,9,8,0,0.625,0,6,2,19,1,1,7,13,10,240,3,469,364,368,0.274725275,0,33,350,0,43,0.883333333,0.6,31,2.263157895,2.384615385,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
12,1,3,2,1,6,198,40,0,42,0,52,0.333333333,6,37,3,15,0,0.4,4,12,1,37,4,9,9,25,18,237,3,997,800,1135,0.131182796,6,32,368,1,107,0.956790123,0.538461538,89,2.891891892,3.56,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
1,0,0,0,0,6,49,7,0,7,0,7,0,1,2,0,1,0,1,1,0,0,25,2,0,2,25,7,17,2,562,562,116,0.55,2,10,46,0,61,0.875,0.916666667,61,2.44,2.44,26,480,1,9366,498,69,960,103,11810,10192,247421,TRUE
4,0,0,0,0,8,70,12,0,19,0,19,0,3,16,0,8,0,0.375,0,0,0,6,0,0,9,6,0,0,1,305,305,274,0,0,9,29,0,38,0,1,38,6.333333333,6.333333333,26,480,1,9366,498,69,960,103,11810,10192,247421,TRUE
5,0,0,0,0,8,68,12,0,16,0,16,0,2,12,0,6,0,0.333333333,0,0,0,6,0,0,9,6,0,0,1,305,305,274,0,0,9,29,0,38,0,1,38,6.333333333,6.333333333,26,480,1,9366,498,69,960,103,11810,10192,247421,TRUE
3,0,0,0,0,6,138,37,0,18,0,20,1,2,8,4,3,0,0.666666667,0,6,0,28,7,0,4,22,10,157,4,977,901,559,0.162393162,2,24,231,0,143,0.896296296,0.619047619,137,5.107142857,6.227272727,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
3,0,0,0,0,10,179,29,0,18,0,21,1,2,9,5,3,0,0.666666667,0,6,0,28,7,0,4,22,10,157,4,977,901,559,0.162393162,2,24,231,0,143,0.896296296,0.619047619,137,5.107142857,6.227272727,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
10,0,0,0,0,6,361,43,0,17,0,17,0,0,0,0,0,0,0,1,2,0,12,3,9,9,10,3,195,3,910,877,551,0.321428571,0,38,287,0,85,0.878787879,0.777777778,83,7.083333333,8.3,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
5,0,1,1,0,6,122,17,0,37,0,46,0.857142857,7,35,6,12,0,0.583333333,2,6,0,21,4,2,7,15,7,194,3,480,383,573,0.258333333,0,38,295,0,48,0.85,0.625,40,2.285714286,2.666666667,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
0,2,0,0,2,7,25,7,0,8,0,10,1,3,8,2,4,0,0.75,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
5,0,1,1,0,7,60,13,0,18,0,22,0.666666667,4,12,2,7,0,0.571428571,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
5,0,1,1,0,6,83,16,0,20,0,21,0,7,24,0,12,0,0.583333333,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
1,2,0,0,2,6,99,20,0,17,0,19,1,5,16,1,9,0,0.555555556,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
2,0,0,0,0,7,190,51,0,18,0,22,1,0,1,5,0,0,0,3,1,0,20,0,0,1,19,6,16,4,485,474,31,0.175,0,8,41,0,73,0.885964912,0.947368421,72,3.65,3.789473684,3,31,0,883,33,69,960,103,11810,10192,247421,TRUE
2,0,0,0,0,7,110,28,0,15,0,19,1,0,3,2,0,0,0,0,1,0,7,0,0,0,6,3,32,3,226,215,9,0.5,0,9,65,0,35,0.944444444,0.857142857,34,5,5.666666667,3,31,0,883,33,69,960,103,11810,10192,247421,TRUE
2,0,0,0,0,6,46,14,0,13,0,13,0,3,12,0,6,0,0.5,0,0,0,52,0,1,25,52,0,0,1,1968,1968,6872,0,0,27,108,0,315,0,1,315,6.057692308,6.057692308,19,225,11,4955,245,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,20,5,74,9,49,19,54,51,28,2,1770,1616,7157,0.072077922,0,25,189,0,301,0.96803653,0.678571429,266,4.067567568,4.925925926,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,1,16,1,43,0,0,10,27,12,0,1,603,420,1266,0.057040998,0,10,73,0,86,0.952380952,0.58974359,61,2,2.259259259,31,348,12,5792,436,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,21,0,1,4,21,20,0,1,315,315,188,0.040935673,0,5,26,0,50,0.995,1,50,2.380952381,2.380952381,64,260,0,5974,288,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2,5,5,0,1,0,0,1,0,1,0,1,1,1,1,64,260,0,5974,288,21,1093,80,8798,7670,126255,FALSE
0,1,0,0,1,1,1,1,0,0,0,3,1,0,0,1,0,0,0,1,4,0,12,1,0,0,8,5,0,1,29,17,0,0.178571429,0,0,12,0,12,0.890909091,0.777777778,8,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,3,2,0,0,0,1,1,1,2,1,1,0,1,2,6,3,47,0,1,13,41,12,0,1,734,666,2944,0.108527132,0,13,78,0,136,0.93115942,0.846153846,121,2.893617021,2.951219512,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
1,1,1,1,1,1,4,2,0,1,0,2,0,0,0,0,0,0,0,3,8,3,62,4,26,19,54,22,12,2,1140,1060,9160,0,0,21,114,0,175,1.016393443,0.86440678,160,2.822580645,2.962962963,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,1,15,2,19,0,0,2,4,14,0,1,362,281,14,0.176470588,0,2,22,0,28,0.936507937,0.210526316,12,1.473684211,3,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,2,0,0,2,2,9,4,0,2,0,2,0,0,0,0,0,0,0,0,4,1,30,12,0,5,26,5,40,2,374,341,742,0.283333333,0,5,43,0,74,0.855172414,0.823529412,66,2.466666667,2.538461538,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
7,0,0,0,0,1,14,1,0,7,0,16,1,0,0,8,0,0,0,1,14,12,27,2,4,14,13,19,35,2,1469,1413,542,0.09047619,0,15,103,0,99,0.951417004,0.391304348,85,3.666666667,6.538461538,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,1,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,8,5,40,1,24,14,32,18,0,1,593,549,1815,0,0,15,75,0,78,1.025641026,0.783783784,68,1.95,2.125,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,1,2,1,1,0,1,0,5,0,29,20,4,10,24,5,116,3,387,362,2324,0.621693122,0,50,277,0,88,0.792857143,0.88,83,3.034482759,3.458333333,6,85,0,1693,96,21,1093,80,8798,7670,126255,FALSE
2,0,0,0,0,1,7,3,0,3,0,3,0,1,2,0,1,0,1,0,0,2,218,0,37,34,218,22,0,1,3856,3856,35562,0.00041406,1,40,314,0,774,0.991202346,0.995238095,774,3.550458716,3.550458716,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,2,36,1,0,0,0,0,0,1,2,0,1,0,1,0,2,3,45,15,0,3,43,1,45,4,258,248,18,0.26744186,0,0,48,0,45,0.5,0.955555556,43,1,1,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
1,1,0,0,1,1,3,1,0,1,0,3,1,0,0,2,0,0,0,0,2,0,5,1,0,0,3,3,0,1,51,41,0,0.833333333,0,0,5,0,10,0.583333333,0.5,8,2,2.666666667,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,12,1,18,4,7,5,6,6,33,2,178,130,34,0.025,0,16,69,0,33,0.598039216,0.25,21,1.833333333,3.5,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,5,1,0,1,0,3,1,0,0,2,0,0,0,0,0,0,2,1,0,0,2,3,14,3,32,32,0,1,0,0,2,0,2,1.333333333,1,2,1,1,8,58,1,1223,59,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,16,6,45,0,1,11,29,29,0,1,948,868,728,0.047311828,11,10,72,0,139,0.972570533,0.413043478,123,3.088888889,4.24137931,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,10,1,34,1,3,7,24,15,0,1,585,499,704,0.302955665,0,10,52,0,89,0.886868687,0.6875,79,2.617647059,3.291666667,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
3,0,14,7,0,5,145,39,0,18,0,36,0.222222222,13,48,4,32,0,0.40625,0,0,0,12,2,22,14,12,1,19,2,329,329,785,0.047619048,0,20,89,0,74,0.818181818,1,74,6.166666667,6.166666667,45,313,0,8348,385,21,1093,80,8798,7670,126255,TRUE
0,0,1,1,0,5,30,7,0,2,0,7,0.8,2,10,4,5,0,0.4,1,1,1,4,0,3,5,3,5,0,1,85,80,66,0.333333333,0,6,12,0,17,0.733333333,0.75,16,4.25,5.333333333,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
2,0,0,0,0,5,65,13,0,18,0,24,1,3,10,6,5,0,0.6,1,16,1,43,0,0,10,27,12,0,1,603,420,1266,0.057040998,0,10,73,0,86,0.952380952,0.58974359,61,2,2.259259259,31,348,12,5792,436,21,1093,80,8798,7670,126255,TRUE
0,0,7,4,0,5,44,9,0,7,0,21,0.222222222,7,16,2,12,0,0.583333333,0,0,0,2,1,7,7,2,2,44,2,55,55,32,1,0,10,14,0,10,0.5,1,10,5,5,64,260,0,5974,288,21,1093,80,8798,7670,126255,TRUE
3,0,3,2,0,5,25,7,0,6,0,15,0.666666667,5,12,6,9,0,0.555555556,0,4,0,19,1,4,9,15,3,19,2,356,327,609,0.318681319,0,14,67,0,73,0.740740741,0.846153846,67,3.842105263,4.466666667,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
1,3,7,2,10,5,55,19,0,8,0,15,0,8,28,0,14,0,0.571428571,2,10,9,56,1,31,24,46,24,0,1,979,924,4231,0,0,21,116,0,160,1.018181818,0.803921569,148,2.857142857,3.217391304,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
1,0,2,1,0,5,42,7,0,7,0,13,0.666666667,3,8,4,6,0,0.5,1,0,0,2,0,2,3,2,4,0,1,77,77,36,0,0,4,11,0,15,2,1,15,7.5,7.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,0,4,1,0,5,20,4,0,3,0,7,0,3,8,0,4,0,0.75,1,0,0,3,0,7,5,3,1,0,1,44,44,32,0,0,8,9,0,11,1.5,1,11,3.666666667,3.666666667,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
3,0,0,0,0,5,21,8,0,10,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,3,11,1,0,1,339,339,62,0,0,7,16,0,45,1.1,1,45,4.090909091,4.090909091,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
2,3,0,0,3,5,75,15,0,7,0,21,1,0,0,14,0,0,0,0,0,2,218,0,37,34,218,22,0,1,3856,3856,35562,0.00041406,1,40,314,0,774,0.991202346,0.995238095,774,3.550458716,3.550458716,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
1,0,0,0,0,5,76,14,0,15,0,15,0,0,0,0,0,0,0,0,0,5,21,0,0,3,21,10,0,1,787,787,162,0.035087719,0,0,25,0,86,0.97,1,86,4.095238095,4.095238095,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
0,0,5,3,0,5,58,12,0,11,0,19,0.444444444,6,24,4,12,0,0.5,1,0,0,3,0,9,6,3,3,0,1,82,82,76,1,0,8,17,0,15,0.833333333,1,15,5,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
1,0,6,2,0,5,42,8,0,9,0,21,0.454545455,4,9,5,10,0,0.4,0,0,1,5,4,6,4,5,5,33,2,174,174,60,0.833333333,0,14,63,0,25,0.8,1,25,5,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
0,0,3,2,0,5,30,7,0,2,0,7,0.4,4,14,2,7,0,0.571428571,1,0,0,2,0,3,4,2,2,0,1,53,53,28,1,0,5,9,0,8,1,1,8,4,4,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
6,0,6,3,0,5,108,25,0,16,0,34,0.444444444,4,19,8,13,0,0.307692308,2,15,4,41,7,17,13,26,17,30,2,931,829,2032,0.102272727,1,18,136,0,153,0.913235294,0.53125,130,3.731707317,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
2,0,2,2,0,5,38,8,0,9,0,13,0,4,10,0,7,0,0.571428571,1,0,3,36,0,16,15,36,2,0,1,1485,1485,2294,0.033846154,0,14,90,0,212,0.914285714,1,212,5.888888889,5.888888889,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
2,0,0,0,0,5,39,8,0,11,0,11,0,1,4,0,2,0,0.5,1,0,3,36,0,16,15,36,2,0,1,1485,1485,2294,0.033846154,0,14,90,0,212,0.914285714,1,212,5.888888889,5.888888889,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
1,0,1,1,0,5,33,8,0,4,0,12,0.875,2,2,7,2,0,1,0,10,1,34,1,3,7,24,15,0,1,585,499,704,0.302955665,0,10,52,0,89,0.886868687,0.6875,79,2.617647059,3.291666667,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,5,42,9,0,7,0,11,1,1,4,4,2,0,0.5,0,1,3,21,1,0,9,20,12,0,1,568,552,686,0.703296703,0,7,40,0,60,0.895833333,0.944444444,58,2.857142857,2.9,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
5,1,6,1,1,7,42,14,0,10,0,16,0,6,18,0,9,0,0.666666667,2,10,9,56,1,31,24,46,24,0,1,979,924,4231,0,0,21,116,0,160,1.018181818,0.803921569,148,2.857142857,3.217391304,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
0,0,14,3,0,6,82,19,0,13,0,29,0.176470588,3,12,3,7,0,0.428571429,1,0,0,3,0,23,4,3,3,0,1,184,184,40,1,0,5,11,0,49,1,1,49,16.33333333,16.33333333,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
2,1,0,0,2,6,23,9,0,9,0,9,0,0,0,0,0,0,0,0,0,2,218,0,37,34,218,22,0,1,3856,3856,35562,0.00041406,1,40,314,0,774,0.991202346,0.995238095,774,3.550458716,3.550458716,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
2,1,0,0,1,8,113,21,0,20,0,20,0,0,0,0,0,0,0,0,0,2,218,0,37,34,218,22,0,1,3856,3856,35562,0.00041406,1,40,314,0,774,0.991202346,0.995238095,774,3.550458716,3.550458716,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
1,0,0,0,0,6,58,10,0,10,0,12,1,0,0,2,0,0,0,0,0,5,21,0,0,3,21,10,0,1,787,787,162,0.035087719,0,0,25,0,86,0.97,1,86,4.095238095,4.095238095,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
0,0,2,1,0,6,40,12,0,6,0,14,0.777777778,2,4,7,2,0,1,2,1,0,10,0,10,10,9,10,0,1,169,166,130,0.533333333,1,12,34,0,35,0.888888889,0.75,34,3.5,3.777777778,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,7,33,8,0,10,0,17,0.428571429,3,8,3,4,0,0.75,0,0,15,5,5,0,5,5,4,59,4,2981,2981,141,0.6,0,29,134,0,31,0.8125,1,31,6.2,6.2,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,6,2,0,6,42,10,0,9,0,21,0.363636364,3,15,4,13,0,0.230769231,0,0,1,5,4,6,4,5,5,33,2,174,174,60,0.833333333,0,14,63,0,25,0.8,1,25,5,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
1,0,5,3,0,6,50,14,0,4,0,13,0.444444444,6,15,4,10,0,0.6,0,2,0,10,4,10,9,8,2,33,2,189,173,246,1,0,21,75,0,40,0.666666667,0.833333333,37,4,4.625,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
3,0,7,4,0,6,48,10,0,12,0,25,0.363636364,8,18,4,13,0,0.615384615,0,0,3,11,4,11,13,11,6,53,3,220,220,380,0.127272727,0,28,126,1,44,0.9,1,44,4,4,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,4,2,0,7,46,9,0,7,0,19,0.692307692,3,3,9,4,0,0.75,0,0,0,4,3,4,3,4,8,34,2,102,102,31,0.333333333,0,14,53,0,13,0.791666667,1,13,3.25,3.25,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,8,2,0,7,93,19,0,10,0,30,0.619047619,4,7,13,7,0,0.571428571,0,9,1,29,6,11,7,20,24,31,2,541,506,591,0.147619048,0,17,93,0,89,0.90922619,0.571428571,80,3.068965517,4,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
3,0,3,3,0,8,89,23,1,18,2,33,0.25,7,32,1,18,2,0.388888889,1,0,3,36,0,16,15,36,2,0,1,1485,1485,2294,0.033846154,0,14,90,0,212,0.914285714,1,212,5.888888889,5.888888889,39,311,1,6940,384,21,1093,80,8798,7670,126255,TRUE
2,1,1,1,1,6,19,7,0,8,0,10,0.5,3,6,1,4,0,0.75,1,0,3,36,0,16,15,36,2,0,1,1485,1485,2294,0.033846154,0,14,90,0,212,0.914285714,1,212,5.888888889,5.888888889,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
1,1,0,0,1,6,41,10,0,14,0,21,1,3,10,1,5,0,0.6,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
0,1,1,1,1,8,33,7,0,6,0,10,0.666666667,3,7,2,4,0,0.75,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,TRUE
2,1,3,1,1,8,59,12,0,15,0,27,0.666666667,4,11,6,8,0,0.5,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,TRUE
1,1,2,1,1,7,32,7,0,8,0,14,0.6,3,9,3,6,0,0.5,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
1,1,0,0,4,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,1,588,5,42,26,0,0.3,0,0,7,2,7,0.666666667,0.571428571,4,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,2,0,0,0,1,3,1,0,0,0,0,0,1,2,0,1,0,1,0,1,2,2,0,0,2,1,0,593,6,111,103,10,1,0,0,9,0,2,0,0.5,1,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,0,0,0,0,1,5,2,0,0,0,1,1,1,2,1,1,0,1,0,1,8,11,1,5,12,10,12,521,5,246,238,266,1,0,9,27,0,15,0.791666667,0.666666667,14,1.363636364,1.4,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,0,0,0,1,9,1,0,1,0,6,1,0,0,5,0,0,0,0,1,6,16,1,3,5,15,22,538,6,324,319,80,0.241758242,0,1,21,0,26,0.954545455,0.857142857,25,1.625,1.666666667,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,0,0,0,0,1,4,1,0,0,0,2,1,0,0,2,0,0,0,0,1,6,16,1,3,5,15,22,538,6,324,319,80,0.241758242,0,1,21,0,26,0.954545455,0.857142857,25,1.625,1.666666667,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,1,3,2,1,1,4,1,0,1,0,8,0.4,2,0,2,2,0,1,0,3,0,5,0,16,2,2,5,522,5,45,24,4,1,0,5,11,0,6,0.75,0.5,3,1.2,1.5,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,2,2,0,2,10,4,0,4,0,8,0.5,2,0,2,2,0,1,2,6,22,33,1,20,32,27,37,521,5,853,787,2464,0.25,0,25,114,0,79,0.907094595,0.333333333,69,2.393939394,2.555555556,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,22,0,33,13,0,1,11,10,57,3,150,84,14,0.173789174,0,1,35,0,48,0.86875,0.214285714,26,1.454545455,2.363636364,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,0,0,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,1,22,0,33,13,0,1,11,10,57,3,150,84,14,0.173789174,0,1,35,0,48,0.86875,0.214285714,26,1.454545455,2.363636364,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,1,0,0,1,2,13,2,0,1,0,7,1,1,2,6,1,0,1,1,2,9,33,0,29,28,31,36,534,6,1043,1015,1530,0.1,0,23,104,0,70,0.941840278,1,68,2.121212121,2.193548387,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,1,0,0,2,1,8,1,0,1,0,7,1,0,0,6,0,0,0,0,1,11,3,0,17,11,2,24,536,5,279,266,44,1,0,1,14,0,4,0.875,1,3,1.333333333,1.5,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,5,0,8,0,4,3,3,15,522,5,235,187,40,0.2,0,3,15,1,12,0.904761905,0.166666667,5,1.5,1.666666667,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,0,9,1,0,2,71,1,0,0,0,19,0.5,4,8,9,4,0,1,0,1,4,3,0,9,4,2,9,535,5,97,91,16,1,0,1,7,0,4,0.888888889,1,3,1.333333333,1.5,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,0,0,0,1,8,4,0,1,0,4,1,0,0,3,0,0,0,0,5,0,12,4,1,1,7,1,23,2,96,45,44,0.277777778,0,5,39,0,21,0.636363636,0.545454545,7,1.75,1,13,73,1,1076,136,4,190,3,713,563,9457,FALSE
0,6,0,0,13,1,3,1,0,0,0,1,1,0,0,1,0,0,0,3,21,0,40,1,3,5,19,17,0,1,347,156,350,0.142857143,4,6,50,0,58,0.965309201,0.390243902,23,1.45,1.210526316,13,73,1,1076,136,4,190,3,713,563,9457,FALSE
1,0,0,0,0,1,3,1,0,1,0,1,0,1,2,0,1,0,1,1,4,0,19,0,6,3,15,3,0,1,161,117,68,0.095588235,0,4,28,0,31,0.851851852,0.777777778,24,1.631578947,1.6,17,56,1,874,74,4,190,3,713,563,9457,FALSE
1,2,0,0,2,1,4,1,0,1,0,1,0,1,2,0,1,0,1,0,0,0,3,0,0,1,3,0,28,2,20,20,4,0,0,1,4,2,3,0,1,3,1,1,17,56,1,874,74,4,190,3,713,563,9457,FALSE
2,1,0,0,1,2,29,10,0,3,0,5,0,8,16,0,8,0,1,1,1,8,7,0,1,9,6,1,0,1,133,122,112,0,0,1,16,8,30,0.833333333,1,27,4.285714286,4.5,17,56,1,874,74,4,190,3,713,563,9457,TRUE
2,0,0,0,0,1,5,1,0,2,0,2,0,1,3,0,1,0,1,0,0,0,1,1,0,1,1,0,2,2,7,7,7,1,0,2,14,0,1,0,0,1,1,1,17,56,1,874,74,4,190,3,713,563,9457,FALSE
3,0,12,2,0,5,66,13,0,10,0,21,0.076923077,4,6,1,13,0,0.307692308,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333333,0,15,69,0,114,0.964285714,1,114,5.181818182,5.181818182,7,32,1,928,32,4,190,3,713,563,9457,TRUE
2,0,6,1,0,5,163,33,0,28,0,40,0.25,2,4,2,7,0,0.285714286,1,0,2,7,0,13,6,7,6,0,1,301,301,86,0,0,6,23,0,48,1.055555556,1,48,6.857142857,6.857142857,7,32,1,928,32,4,190,3,713,563,9457,TRUE
2,0,9,4,0,6,41,20,0,13,0,22,0,4,2,0,10,0,0.4,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333333,0,15,69,0,114,0.964285714,1,114,5.181818182,5.181818182,7,32,1,928,32,4,190,3,713,563,9457,TRUE
2,1,0,0,1,2,9,2,0,3,0,3,0,1,2,0,1,0,1,0,0,0,20,0,0,2,20,1,0,1,358,358,260,0.065359477,0,2,26,0,58,0.789473684,1,58,2.9,2.9,45,381,5,7829,395,133,2330,131,19618,13899,299402,FALSE
1,1,1,1,2,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,12,1,4,1,8,7,0,1,86,54,4,0.138888889,2,2,13,0,18,0.935064935,0.538461538,14,1.5,1.75,25,326,22,5974,478,133,2330,131,19618,13899,299402,FALSE
